Model,ROC_AUC
RF_v3,0.6528921842001811
XGB_v2,0.6525706780275673
XGB_v3,0.6473465836540776
RF_v2,0.6455569675415901
XGB_v1,0.6416592765958744
RF_v1,0.636067202408706
