Model,ROC_AUC
XGB_v2,0.9066903904382095
XGB_v3,0.9065707348238051
XGB_v1,0.906077248245862
RF_v3,0.9059292277664961
RF_v2,0.9058451418479344
RF_v1,0.9058070449191055
