Model,ROC_AUC
XGB_v2,0.8291599972318775
XGB_v3,0.8276657606978066
RF_v3,0.8273267406381621
XGB_v1,0.8271470291941158
RF_v2,0.8251615841555464
RF_v1,0.8241157934630838
