rank,scientific_name,elevation,slope,aspect,ndvi,landcover,impervious,bathymetry,soil_sand,soil_ph,soil_clay,common_name,iconic_taxon_name,prob_RF_v1,prob_RF_v2,prob_RF_v3,prob_XGB_v1,prob_XGB_v2,prob_XGB_v3,prob_mean,prob_std,models_agree,confidence,imputed_into,sourced_from
2787,Symphoromyia,173.0,4.3167829513549805,229.95785522460935,0.1313343346118927,52.0,0.0,106.0,45.0,76.0,25.0,Rocky Mountain bite flies,Insecta,0.0,0.0011991247264770241,0.012069114837963526,0.00048371922,0.001578816,0.001995855,0.002887771629990911,0.0045557911403266375,0,Low (<30%),Elliott Chaparral,Mission Trails
2788,Parthenocissus,104.5,2.6158273220062256,84.60761451721191,0.2200011610984802,22.0,35.0,116.0,46.0,73.0,23.5,Virginia Creepers,Plantae,0.0033333333333333335,0.003596185460213955,0.008999412328249214,0.00024785075,0.00073280116,0.00036285876,0.002878740298070967,0.0033478441724500837,0,Low (<30%),Elliott Chaparral,Mission Trails
2789,Galium aparine,90.0,4.960651397705078,180.0,0.1686293929815292,52.0,0.0,166.0,43.0,72.0,27.0,catchweed bedstraw,Plantae,0.0033333333333333335,0.0,0.0,0.0013033703,0.010480874,0.002147788,0.002877560973995262,0.003939275564308886,0,Low (<30%),Elliott Chaparral,Mission Trails
2790,Actinopterygii,88.5,4.283050894737244,229.94674682617188,0.17665634304285044,22.5,2.0,166.0,42.0,73.0,29.0,Ray-finned Fishes,Actinopterygii,0.006666666666666667,0.003874944154300383,0.002499746681528017,0.00028892278,0.0030272393,0.00088843034,0.002874324994381384,0.002288006467970102,0,Low (<30%),Elliott Chaparral,Mission Trails
2791,Dactylopius opuntiae,164.0,3.704791784286499,201.6338348388672,0.1223923340439796,23.0,23.0,132.0,45.0,74.0,27.0,Cactus Scattered Cochineal,Insecta,0.0033333333333333335,0.005656308845937755,0.005547129294879493,0.00014986697,0.0011775381,0.0013025419,0.0028611197416089497,0.0023607294945236744,0,Low (<30%),Elliott Chaparral,Mission Trails
2792,Aleocharinae,97.0,4.628852367401123,57.62568092346192,0.1887599304318428,36.5,0.5,134.0,43.5,74.5,30.5,,Insecta,0.01,0.0008726857945073266,0.005646563189425783,4.2345346e-05,0.00018548183,0.00036929623,0.002852728731638206,0.004098523280281069,0,Low (<30%),Elliott Chaparral,Mission Trails
2793,Polypogon viridis,84.0,6.567793130874634,315.80877685546875,0.17551318556070325,22.5,15.5,116.0,42.0,73.0,29.0,water beard grass,Plantae,0.01,0.0,0.002499746681528017,0.000342616,0.003217862,0.0010184675,0.0028464486902209994,0.003718720481214937,0,Low (<30%),Elliott Chaparral,Mission Trails
2794,Hemeroplanis,179.0,6.37634801864624,223.5905914306641,0.1452458649873733,21.0,11.0,166.0,45.0,74.0,27.0,,Insecta,0.01,0.002846790890269151,0.0013634353929479384,0.00015477517,0.001607906,0.001091241,0.0028440247393708763,0.0036119921933184243,0,Low (<30%),Elliott Chaparral,Mission Trails
2795,Cacama crepitans,238.0,3.307869434356689,196.56961059570312,0.1203024983406066,52.0,0.0,170.0,45.0,73.0,27.0,Coastal Cactus Dodger,Insecta,0.0,0.0014981000151998785,0.013379922434336895,4.5929122e-05,0.00096123724,0.001160407,0.002840932630469683,0.005198343382160813,0,Low (<30%),Elliott Chaparral,Mission Trails
2796,Eristalis stipator,176.0,5.654902935028076,180.0,0.1357497125864029,52.0,0.0,127.0,45.0,74.0,27.0,Yellow-shouldered Drone Fly,Insecta,0.0,0.001001115279326777,0.014641870186490285,6.189483e-05,0.000508943,0.00078568916,0.0028332520749240492,0.005798324789718625,0,Low (<30%),Elliott Chaparral,Mission Trails
2797,Aphis craccivora,96.5,9.238422393798828,180.0,0.15743702650070185,37.5,1.0,152.0,42.0,73.5,30.0,Cowpea Aphid,Insecta,0.01,0.0,0.005646563189425783,4.7770944e-05,0.0007528537,0.0005444016,0.002831931568760044,0.004114124480999564,0,Low (<30%),Elliott Chaparral,Mission Trails
2798,Myiarchus cinerascens,91.0,3.8648452758789062,163.43069458007812,0.16607443988323212,52.0,0.0,166.0,43.0,72.0,27.0,Ash-throated Flycatcher,Aves,0.0033333333333333335,0.0,0.0,0.0011647907,0.010341477,0.002147788,0.0028312314400035475,0.003896966822071569,0,Low (<30%),Elliott Chaparral,Mission Trails
2799,Eumenes,119.0,2.5190759897232056,176.2336654663086,0.12553776800632474,37.5,0.5,168.0,42.0,73.0,30.0,,Insecta,0.01,0.001352891869237217,0.0029997568093385212,0.00018566939,0.0017088661,0.0007284891,0.002829278872540858,0.003641025583076759,0,Low (<30%),Elliott Chaparral,Mission Trails
2800,Ageratina adenophora,117.0,3.5465118885040283,141.58804321289062,0.2573425471782684,22.0,2.0,168.0,45.0,74.0,27.0,Crofton Weed,Plantae,0.006666666666666667,0.004752067697594419,0.004723560416463277,6.983267e-05,0.00028779972,0.00038496125,0.002814148070440186,0.0029002737501043134,0,Low (<30%),Elliott Chaparral,Mission Trails
2801,Coprinopsis,90.5,4.767208099365234,85.2852554321289,0.17023004591464996,37.5,0.5,166.0,54.0,72.0,20.5,Inkcaps,Fungi,0.0033333333333333335,0.006735619385586137,0.005646563189425783,0.00017218548,0.0005714004,0.00042489896,0.0028140001228354945,0.002877097867456629,0,Low (<30%),Elliott Chaparral,Mission Trails
2802,Whitlaviae,121.0,5.679981708526611,35.53313446044922,0.1663118302822113,52.0,0.0,187.0,43.0,72.0,30.0,,Plantae,0.0,0.0,0.014279475913142926,0.00010921689,0.0014702035,0.0010192081,0.0028130174040064296,0.005650437907417032,0,Low (<30%),Elliott Chaparral,Mission Trails
2803,Dufourea mulleri,90.5,12.740364789962769,305.2458038330078,0.14990324154496185,21.5,30.0,197.0,48.0,68.5,22.0,Phacelia Shortface,Insecta,0.006666666666666667,0.003660860679742591,0.006157415764251964,3.4932556e-05,6.141764e-05,0.00027052686,0.0028086366936801335,0.0031147279490202915,0,Low (<30%),Elliott Chaparral,Mission Trails
2804,Acusana,184.0,4.95940637588501,138.2620086669922,0.2273882031440735,52.0,0.0,172.0,45.0,76.0,28.0,,Insecta,0.0033333333333333335,0.004247867087947685,0.00761258969060083,7.2007475e-05,0.00074457336,0.0008157919,0.002804360474026014,0.002868639840750575,0,Low (<30%),Elliott Chaparral,Mission Trails
2805,Conophorini,176.0,5.122320652008057,334.5458068847656,0.1268551796674728,52.0,0.0,106.0,45.0,76.0,25.0,,Insecta,0.0033333333333333335,0.0018353540495666752,0.009352824782318598,0.00019561016,0.00095000793,0.0011348488,0.0028003298440047873,0.003380311932682334,0,Low (<30%),Elliott Chaparral,Mission Trails
2806,Synagelina,176.0,5.122320652008057,334.5458068847656,0.1268551796674728,52.0,0.0,106.0,45.0,76.0,25.0,,Arachnida,0.0033333333333333335,0.0018353540495666752,0.009352824782318598,0.00019561016,0.00095000793,0.0011348488,0.0028003298440047873,0.003380311932682334,0,Low (<30%),Elliott Chaparral,Mission Trails
2807,Lygaeus kalmii/reclivatus,176.0,5.122320652008057,334.5458068847656,0.1268551796674728,52.0,0.0,106.0,45.0,76.0,25.0,Small Milkweed Bug Complex,Insecta,0.0033333333333333335,0.0018353540495666752,0.009352824782318598,0.00019561016,0.00095000793,0.0011348488,0.0028003298440047873,0.003380311932682334,0,Low (<30%),Elliott Chaparral,Mission Trails
2808,Laphria,88.0,3.704791784286499,180.0,0.2320052236318588,90.0,0.0,166.0,42.0,72.0,26.0,Bee-mimic Robber Flies,Insecta,0.0,0.0,0.0029997568093385212,0.0020457357,0.009746588,0.0020000222,0.0027986837625527694,0.003610646867473783,0,Low (<30%),Elliott Chaparral,Mission Trails
2809,Octinodes,100.0,5.45024037361145,294.2201843261719,0.17714390158653254,55.5,5.5,214.0,51.5,66.0,21.5,,Insecta,0.0033333333333333335,0.004,0.008999533902635684,0.00012092411,4.618312e-05,0.0002861338,0.002797684713015404,0.0034996888757571377,0,Low (<30%),Elliott Chaparral,Mission Trails
2810,Oreoscoptes montanus,103.5,5.665893912315369,233.63088989257812,0.12245118990540499,37.5,0.5,157.0,41.0,70.5,28.0,Sage Thrasher,Aves,0.006666666666666667,0.001352891869237217,0.0029997568093385212,0.0001582591,0.003883984,0.0016746017,0.002789360013931178,0.0023023811179643454,0,Low (<30%),Elliott Chaparral,Mission Trails
2811,Gymnopus,159.0,20.939796447753903,59.02544021606445,0.1662819236516952,52.0,0.0,231.0,43.0,72.0,30.0,,Fungi,0.0,0.004733407748223915,0.006629383444049679,0.00010857423,0.0033722874,0.0018646644,0.0027847195293809416,0.0026338937093671293,0,Low (<30%),Elliott Chaparral,Mission Trails
2812,Cotula coronopifolia,95.5,2.69191312789917,180.0,0.1675784140825271,52.0,0.0,168.0,43.0,72.5,28.0,Brass Buttons,Plantae,0.0,0.0,0.008687056461015056,0.0012091467,0.005150309,0.0016613733,0.0027846475480498892,0.0034550616839533694,0,Low (<30%),Elliott Chaparral,Mission Trails
2813,Okanagana,101.0,2.21597558259964,214.64892959594727,0.10330591350793836,22.0,31.0,152.0,45.0,74.5,30.0,,Insecta,0.0033333333333333335,0.0017571550798568109,0.010616288332509098,9.2630326e-05,0.0003777665,0.0005261831,0.0027838927797314075,0.0040207483273489355,0,Low (<30%),Elliott Chaparral,Mission Trails
2814,Alconeura unipuncta,86.5,3.9764739274978638,295.7879180908203,0.19608298689126963,37.0,12.5,116.0,43.0,75.0,31.0,,Insecta,0.01,0.0,0.005646563189425783,0.0001639536,0.00038272547,0.00050534046,0.0027830971208316116,0.004143395392643973,0,Low (<30%),Elliott Chaparral,Mission Trails
2815,Furcula scolopendrina,100.0,3.0942296981811523,69.98157691955566,0.17802117764949793,36.5,5.5,159.0,42.0,74.0,28.5,Zigzag Furcula Moth,Insecta,0.01,0.0,0.005646563189425783,0.00016422663,0.00040241866,0.00047569652,0.0027814841671451457,0.0041443684480561155,0,Low (<30%),Elliott Chaparral,Mission Trails
2816,Schizocosa mccooki,96.0,6.448159217834473,149.2429962158203,0.140002354979515,52.0,0.0,168.0,43.0,72.0,27.0,McCook's Split Wolf Spider,Arachnida,0.0,0.0,0.004774185383270468,0.0007882017,0.0089721065,0.0021360472,0.0027784234683567925,0.003525838312075721,0,Low (<30%),Elliott Chaparral,Mission Trails
2817,Cucurbita foetidissima,92.0,2.7773887217044835,-0.0,0.1551132127642631,46.5,20.0,121.5,38.0,73.0,28.5,Buffalo Gourd,Plantae,0.01,0.0,0.005646563189425783,5.2990574e-05,0.0004728925,0.0004903332,0.0027771299103287045,0.00414911640188605,0,Low (<30%),Elliott Chaparral,Mission Trails
2818,Cheliferidae,186.0,12.631691932678224,20.11255645751953,0.152550920844078,21.0,1.0,166.0,55.0,64.0,18.0,,Arachnida,0.006666666666666667,0.0,0.006909224510084923,0.00036951157,0.001119551,0.0015573604,0.0027703856949695634,0.003160598395496476,0,Low (<30%),Elliott Chaparral,Mission Trails
2819,Pulvinaria,89.0,10.154282569885254,353.8246154785156,0.1239872500300407,22.0,30.0,197.0,42.0,70.0,26.0,,Insecta,0.0,0.0007602482568385563,0.013564064060894679,0.00026507812,0.001466883,0.00055672636,0.002768833299530445,0.0053121585178455295,0,Low (<30%),Elliott Chaparral,Mission Trails
2820,Schoenoplectus pungens longispicatus,86.0,4.095548629760742,289.21849060058594,0.20943884551525116,90.0,0.0,197.0,42.0,70.0,26.0,common three-square bulrush,Plantae,0.006666666666666667,0.0022319999550373384,0.004832895374860284,0.0002842975,0.0017977931,0.000784062,0.0027662857687193935,0.0024818042841948645,0,Low (<30%),Elliott Chaparral,Mission Trails
2821,Salix gooddingii,90.0,4.960651397705078,180.0,0.18438455462455744,52.0,0.0,166.0,43.0,72.0,27.0,Goodding's willow,Plantae,0.0033333333333333335,0.0,0.0,0.0013535783,0.010007342,0.0019009128,0.0027658611323891414,0.003763076627160198,0,Low (<30%),Elliott Chaparral,Mission Trails
2822,Reithrodontomys megalotis,148.0,3.704791784286499,195.81869506835935,0.1335073858499527,52.0,0.0,127.0,44.0,76.0,28.0,Western Harvest Mouse,Mammalia,0.0033333333333333335,0.003350567129489357,0.009059886463118774,7.5888915e-05,0.00020434611,0.0005688892,0.002765485192003387,0.003432277821586418,0,Low (<30%),Elliott Chaparral,Mission Trails
2823,Masticophis lateralis lateralis,144.0,11.883977890014648,218.43280029296875,0.130186453461647,22.0,1.0,152.0,47.0,72.0,24.0,California Striped Racer,Reptilia,0.0033333333333333335,0.001471956224350205,0.01058793010090554,0.00017169608,0.00041832108,0.00060461747,0.0027646423822456807,0.004002313815916882,0,Low (<30%),Elliott Chaparral,Mission Trails
2824,Nepticulidae,172.0,1.854334115982056,180.0,0.1188884451985359,52.0,0.0,106.0,46.0,74.0,25.0,Pygmy Eye-capped Moths,Insecta,0.0,0.005292235992572324,0.008845125512109921,0.0001718376,0.0007215205,0.0015087281,0.002756574625356573,0.003563093199201818,0,Low (<30%),Elliott Chaparral,Mission Trails
2825,Calephelis nemesis,92.0,4.627367496490479,141.5656280517578,0.1680403724312782,52.0,0.0,166.0,43.0,72.0,27.0,Fatal Metalmark,Insecta,0.0033333333333333335,0.0,0.0,0.0010239211,0.010019386,0.002147788,0.002754071422904316,0.0037855293339727814,0,Low (<30%),Elliott Chaparral,Mission Trails
2826,Funaria hygrometrica,167.0,6.618303298950195,123.92213439941406,0.1466252356767654,52.0,0.0,168.0,43.0,74.0,26.0,Bonfire moss,Plantae,0.0,0.0007556302007786853,0.009598201214653046,0.0005239644,0.00403947,0.0016032731,0.002753423170558203,0.003643370710541789,0,Low (<30%),Elliott Chaparral,Mission Trails
2827,Pterotus obscuripennis,211.0,13.921327114105225,238.60043334960938,0.12570386379957194,52.0,0.0,194.5,45.5,75.5,28.5,Douglas fir glow-worm,Insecta,0.0033333333333333335,0.0028732787683448456,0.009735796182649428,8.969491e-06,5.829232e-05,0.0004883715,0.002749673594639813,0.0037156513609430683,0,Low (<30%),Elliott Chaparral,Mission Trails
2828,Leymus triticoides,96.0,4.317389965057373,229.96466064453125,0.1321060210466385,21.0,1.0,187.0,43.0,72.0,28.0,Creeping wild rye,Plantae,0.0,0.0,0.014790312783429157,0.00015229448,0.00092621,0.00062883913,0.00274960940257254,0.005910460866894194,0,Low (<30%),Elliott Chaparral,Mission Trails
2829,Papilio rutulus,90.0,3.864845395088196,180.0,0.18489769101142878,52.0,0.0,166.0,43.0,72.0,27.0,Western Tiger Swallowtail,Insecta,0.0033333333333333335,0.0,0.0,0.0012437932,0.010007342,0.0019009128,0.002747563612388654,0.003771574413122308,0,Low (<30%),Elliott Chaparral,Mission Trails
2830,Penthaleus major,100.5,5.663761138916016,182.36632537841797,0.1372370794415474,52.0,0.0,148.5,43.0,73.0,27.0,Blue Oat Mite,Arachnida,0.006666666666666667,0.004,0.003571221771858714,8.253587e-05,0.0011030834,0.0010493696,0.0027454795425510582,0.0024615809339072203,0,Low (<30%),Elliott Chaparral,Mission Trails
2831,Hemidactylus turcicus,168.0,4.317429542541504,229.9651031494141,0.1126168072223663,23.0,61.0,152.0,44.0,76.0,28.0,Mediterranean House Gecko,Reptilia,0.0,0.004355999338920827,0.003617978457991081,0.00076085585,0.0049104267,0.002755246,0.002733417703489415,0.001975734599918615,0,Low (<30%),Elliott Chaparral,Mission Trails
2832,Sceloporus,90.0,9.990235328674316,285.64581298828125,0.1498220711946487,52.0,0.0,197.0,53.0,71.0,23.0,Spiny Lizards,Reptilia,0.0033333333333333335,0.0022319999550373384,0.010385213192096489,4.0712897e-05,0.000108014734,0.0002991083,0.0027330637356279713,0.003980717376472504,0,Low (<30%),Elliott Chaparral,Mission Trails
2833,Efferia albibarbis,90.0,2.7802884578704834,247.21295166015625,0.1744915693998336,22.0,5.0,166.0,42.0,71.0,27.0,Sand Hammertail,Insecta,0.0,0.0,0.005893317767495157,0.0026535392,0.0060526063,0.0017975809,0.0027328406800643007,0.0027139379153417187,0,Low (<30%),Elliott Chaparral,Mission Trails
2834,Villa agrippina,134.0,3.107783794403076,217.17779541015625,0.1254166811704635,52.0,0.0,116.5,44.0,74.0,27.0,,Insecta,0.0,0.003592618149407085,0.011786907963146409,0.00011295733,0.00033170398,0.0005688892,0.002732179436624875,0.004636716499078013,0,Low (<30%),Elliott Chaparral,Mission Trails
2835,Grindelia camporum,164.0,7.547425746917725,279.5410461425781,0.1466603428125381,52.0,0.0,152.0,45.0,74.0,28.0,Great Valley gumweed,Plantae,0.01,0.004871318127239838,0.0,4.6227928e-05,0.00034875004,0.0011259962,0.002732048720835672,0.004008411908635539,0,Low (<30%),Elliott Chaparral,Mission Trails
2836,Chilocorus stigma,93.0,10.325311660766602,347.789306640625,0.1877748221158981,21.0,12.0,166.0,42.0,72.0,26.0,Twice-stabbed Lady Beetle,Insecta,0.0,0.0017050667131769425,0.007165944993163215,0.001117864,0.004725565,0.0016704537,0.0027308157746510943,0.002678988369706247,0,Low (<30%),Elliott Chaparral,Mission Trails
2837,Chenopodium,96.0,3.4330942630767822,140.51177978515625,0.1443367153406143,52.0,0.0,166.0,45.0,73.0,26.0,Goosefoots,Plantae,0.006666666666666667,0.004525842736818522,0.0038717371121390638,4.6858542e-05,0.00061543816,0.0006147613,0.0027235507549771623,0.002689630614835308,0,Low (<30%),Elliott Chaparral,Mission Trails
2838,Scolytinae,125.0,0.5519049763679504,135.0,0.08691446296870706,61.5,0.0,149.5,42.5,74.0,29.5,Bark and Ambrosia Beetles,Insecta,0.01,0.004,0.0014997872211076663,7.270041e-05,0.00028969618,0.00047124198,0.0027222376310816095,0.003849601891490929,0,Low (<30%),Elliott Chaparral,Mission Trails
2839,Pholiota,173.0,13.41415548324585,350.8771667480469,0.13495451956987375,52.0,0.0,106.0,45.0,76.0,25.0,Scalycaps,Fungi,0.0033333333333333335,0.0011991247264770241,0.00908526326614838,0.00012694979,0.0005473032,0.0020328204,0.0027207991099968605,0.003320317717349305,0,Low (<30%),Elliott Chaparral,Mission Trails
2840,Jadera haematoloma,164.0,4.9792444705963135,188.28020477294922,0.1437572836875915,23.0,54.0,167.0,42.0,76.0,27.5,Red-shouldered Bug,Insecta,0.0033333333333333335,0.0,0.0006665495859395051,0.0017662174,0.008055549,0.002502862,0.0027207518899078267,0.0028780607198911922,0,Low (<30%),Elliott Chaparral,Mission Trails
2841,Acreophthiria,175.0,7.067193031311035,243.88787841796875,0.12773098051548,52.0,0.0,116.0,45.0,74.0,27.0,,Insecta,0.0033333333333333335,0.0018187139887775015,0.010058692466800993,4.652193e-05,0.0003649665,0.00069992023,0.0027203580728661133,0.003789968092578051,0,Low (<30%),Elliott Chaparral,Mission Trails
2842,Lygus,137.0,4.322800397872925,131.01462173461914,0.12689526006579396,52.0,0.0,116.5,43.5,74.5,25.5,Lygus Bugs,Insecta,0.0,0.0,0.015338944079206997,8.761922e-05,0.0003908603,0.00050424435,0.0027202779936630153,0.00618544165867688,0,Low (<30%),Elliott Chaparral,Mission Trails
2843,Lemna gibba,182.0,4.776086807250977,112.79837799072266,0.1882278770208358,52.0,0.0,172.0,45.0,76.0,28.0,Fat Duckweed,Plantae,0.0033333333333333335,0.0037152345641548266,0.00761258969060083,7.727672e-05,0.0007571584,0.0008157919,0.0027185640981709763,0.0028201713835827543,0,Low (<30%),Elliott Chaparral,Mission Trails
2844,Sayornis nigricans,99.0,3.86484694480896,153.62815856933594,0.1546888649463653,23.0,0.0,166.0,43.0,72.0,27.0,Black Phoebe,Aves,0.0033333333333333335,0.0,0.0,0.0011884804,0.009517567,0.0022710327,0.0027184022727629376,0.0035756679560837714,0,Low (<30%),Elliott Chaparral,Mission Trails
2845,Miridae,129.5,6.448049545288086,184.82363891601562,0.12956021726131434,37.5,0.0,166.0,45.0,74.0,27.0,Plant Bugs,Insecta,0.01,0.001352891869237217,0.00436319220228646,2.649893e-05,0.0001736678,0.00038285283,0.002716517270792711,0.0039183773451013214,0,Low (<30%),Elliott Chaparral,Mission Trails
2846,Neocoelidiana obscura,177.0,4.3167829513549805,229.95785522460935,0.13063612580299375,52.0,0.0,106.0,45.0,75.0,26.5,,Insecta,0.0,0.005015830865080176,0.009374889164745524,0.00014616596,0.000815333,0.0009235866,0.0027126342618525,0.003753290366034724,0,Low (<30%),Elliott Chaparral,Mission Trails
2847,Calasterella,111.0,7.513537883758545,54.44841384887695,0.143929436802864,52.0,0.0,187.0,42.0,73.0,29.0,,Plantae,0.0033333333333333335,0.0,0.011888075002601648,2.4435743e-05,0.0006201418,0.00039478936,0.0027101292059777196,0.004667111914101468,0,Low (<30%),Elliott Chaparral,Mission Trails
2848,Frangula californica,96.0,5.771367907524109,45.0,0.1289245933294296,37.5,39.0,156.5,44.0,74.5,29.0,coffeeberry,Plantae,0.01,0.002,0.0029997568093385212,9.7236894e-05,0.0004943259,0.0006693913,0.0027101184813970182,0.0037318088274453758,0,Low (<30%),Elliott Chaparral,Mission Trails
2849,Phyllospadix torreyi,87.0,3.109912693500519,171.37567901611328,0.18096053600311274,95.0,0.0,162.0,43.0,72.0,27.5,Torrey's Surfgrass,Plantae,0.0033333333333333335,0.0,0.0,0.0016548746,0.009367029,0.0019009128,0.0027093583350587223,0.0034974473846462366,0,Low (<30%),Elliott Chaparral,Mission Trails
2850,Delphinium,140.0,9.75303554534912,80.46182250976562,0.1382320821285247,52.0,0.0,187.0,51.0,71.0,23.0,larkspurs,Plantae,0.006666666666666667,0.0,0.00921565592911873,3.1433312e-05,8.055192e-05,0.00025231997,0.0027077712993795328,0.004134047610279379,0,Low (<30%),Elliott Chaparral,Mission Trails
